id,title,provider,department,description,level,duration,students,rating,url,tags
2827,Learn HTML5 Programming From Scratch,Udemy,Web Development,Course: Learn HTML5 Programming From Scratch. Category: Web Development. Level: All Levels. Duration: 10.5 hours.,All Levels,10.5 hours,268923,5,https://www.udemy.com/learn-html5-programming-from-scratch/,[]
2828,Getting Started with LESS - Beginner Crash Course,Udemy,Web Development,Course: Getting Started with LESS - Beginner Crash Course. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,1780,5,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,[]
2829,Master ECMAScript 2015 (ES6),Udemy,Web Development,Course: Master ECMAScript 2015 (ES6). Category: Web Development. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,7438,5,https://www.udemy.com/ecmascript2015/,[]
2830,Learn to Setup Websites from Scratch,Udemy,Web Development,Course: Learn to Setup Websites from Scratch. Category: Web Development. Level: Beginner Level. Duration: 3.5 hours.,Beginner Level,3.5 hours,21087,5,https://www.udemy.com/learn-to-setup-websites-from-scratch/,[]
2831,Create Fast RESTful APIs with Lumen and Homestead by Laravel,Udemy,Web Development,Course: Create Fast RESTful APIs with Lumen and Homestead by Laravel. Category: Web Development. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,1157,5,https://www.udemy.com/lumen-restful-api-and-homestead-for-lumen-by-laravel-and-php/,[]
2832,"Build Modern Websites Quick With HTML,CSS and Bootstrap",Udemy,Web Development,"Course: Build Modern Websites Quick With HTML,CSS and Bootstrap. Category: Web Development. Level: Beginner Level. Duration: 4.5 hours.",Beginner Level,4.5 hours,912,5,https://www.udemy.com/build-modern-websites-quick-with-htmlcss-and-bootstrap/,[]
2833,Twitter Integration customize Tweets with developer API,Udemy,Web Development,Course: Twitter Integration customize Tweets with developer API. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,2039,5,https://www.udemy.com/twitter-integration-customize-tweets-with-developer-api/,[]
2834,Build a Responsive Website with a Modern Flat Design,Udemy,Web Development,Course: Build a Responsive Website with a Modern Flat Design. Category: Web Development. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,16527,5,https://www.udemy.com/build-responsive-website-designs-with-html5-and-css/,[]
2835,The Ultimate WordPress Boot Camp: Build 7 Websites,Udemy,Web Development,Course: The Ultimate WordPress Boot Camp: Build 7 Websites. Category: Web Development. Level: Intermediate Level. Duration: 11 hours.,Intermediate Level,11 hours,1000,5,https://www.udemy.com/the-ultimate-wordpress-boot-camp-build-multiple-websites/,[]
2836,Master the Basics of HTML5 CSS3: Beginner Web Development,Udemy,Web Development,Course: Master the Basics of HTML5 CSS3: Beginner Web Development. Category: Web Development. Level: Beginner Level. Duration: 3 hours.,Beginner Level,3 hours,26541,5,https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/,[]
2837,Become A Full Stack Web Developer in 14 Days,Udemy,Web Development,Course: Become A Full Stack Web Developer in 14 Days. Category: Web Development. Level: All Levels. Duration: 13.5 hours.,All Levels,13.5 hours,467,5,https://www.udemy.com/become-a-full-stack-web-developer-in-14-days/,[]
2838,Projects In ReactJS - The Complete React Learning Course,Udemy,Web Development,Course: Projects In ReactJS - The Complete React Learning Course. Category: Web Development. Level: Intermediate Level. Duration: 8 hours.,Intermediate Level,8 hours,947,5,https://www.udemy.com/projects-in-reactjs-the-complete-react-learning-course/,[]
2839,Beginning Web development Learn the basics of HTML,Udemy,Web Development,Course: Beginning Web development Learn the basics of HTML. Category: Web Development. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,9832,5,https://www.udemy.com/learn-the-basics-of-html-in-less-than-a-week/,[]
2840,Step by Step Build Your Template by Bootstrap 4 from scratch,Udemy,Web Development,Course: Step by Step Build Your Template by Bootstrap 4 from scratch. Category: Web Development. Level: Beginner Level. Duration: 3 hours.,Beginner Level,3 hours,2184,5,https://www.udemy.com/bootstrap-v4/,[]
2841,Hosting your static website on Amazon AWS S3 service,Udemy,Web Development,Course: Hosting your static website on Amazon AWS S3 service. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,2853,5,https://www.udemy.com/hosting-a-static-website-on-amazon-aws-s3-service/,[]
2842,JavaScript Rockstar How to create Incredible Useful code,Udemy,Web Development,Course: JavaScript Rockstar How to create Incredible Useful code. Category: Web Development. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,16590,5,https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/,[]
2843,Spring Core DevOps on AWS,Udemy,Web Development,Course: Spring Core DevOps on AWS. Category: Web Development. Level: Intermediate Level. Duration: 6.5 hours.,Intermediate Level,6.5 hours,1626,5,https://www.udemy.com/spring-core-devops-on-aws/,[]
2844,How to Create a Website Without Coding - WordPress 2016,Udemy,Web Development,Course: How to Create a Website Without Coding - WordPress 2016. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,9056,5,https://www.udemy.com/how-to-create-a-website-wordpress-2016/,[]
2845,PHP Graphic Techniques: CAPTCHA/ Create a verification code,Udemy,Web Development,Course: PHP Graphic Techniques: CAPTCHA/ Create a verification code. Category: Web Development. Level: All Levels. Duration: 43 mins.,All Levels,43 mins,8320,5,https://www.udemy.com/php-graphic-techniques-captcha-watermark-crop-thumbnail/,[]
2846,Introductory To HTML and CSS,Udemy,Web Development,Course: Introductory To HTML and CSS. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,4106,5,https://www.udemy.com/introductory-to-html-and-css/,[]
2847,Learn how to convert PSD to HTML and CSS responsive,Udemy,Web Development,Course: Learn how to convert PSD to HTML and CSS responsive. Category: Web Development. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,5324,5,https://www.udemy.com/learn-how-to-convert-psd-to-html-and-css-responsive/,[]
2848,PHP User Login Registration Script With All Features,Udemy,Web Development,Course: PHP User Login Registration Script With All Features. Category: Web Development. Level: All Levels. Duration: 4 hours.,All Levels,4 hours,5603,5,https://www.udemy.com/php-user-login-registration-system/,[]
2849,AJAX : Let's build a COOL project,Udemy,Web Development,Course: AJAX : Let's build a COOL project. Category: Web Development. Level: All Levels. Duration: 3.5 hours.,All Levels,3.5 hours,4183,5,https://www.udemy.com/ajax-for-beginners-with-jquery-php-mysql-tutorial/,[]
2850,Advanced WordPress Topics: Post Types Taxonomies Metaboxes,Udemy,Web Development,Course: Advanced WordPress Topics: Post Types Taxonomies Metaboxes. Category: Web Development. Level: Intermediate Level. Duration: 7.5 hours.,Intermediate Level,7.5 hours,301,5,https://www.udemy.com/advanced-wordpress-topics-post-types-taxonomies-metaboxes/,[]
2851,Laravel Homestead,Udemy,Web Development,Course: Laravel Homestead. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,3883,5,https://www.udemy.com/laravel-homestead/,[]
2852,The Complete TypeScript Programming Guide for Web Developers,Udemy,Web Development,Course: The Complete TypeScript Programming Guide for Web Developers. Category: Web Development. Level: Intermediate Level. Duration: 4 hours.,Intermediate Level,4 hours,236,5,https://www.udemy.com/typescript-programming/,[]
2853,JavaScript with BackboneJS and Bootstrap CSS - Advanced,Udemy,Web Development,Course: JavaScript with BackboneJS and Bootstrap CSS - Advanced. Category: Web Development. Level: Intermediate Level. Duration: 3.5 hours.,Intermediate Level,3.5 hours,1758,5,https://www.udemy.com/advanced-javascript-with-backbonejs-and-bootstrap-css/,[]
2854,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,Udemy,Web Development,Course: Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques. Category: Web Development. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,1266,5,https://www.udemy.com/ruby-on-rails-seo/,[]
2855,XML DOM :basics for beginners,Udemy,Web Development,Course: XML DOM :basics for beginners. Category: Web Development. Level: All Levels. Duration: 42 mins.,All Levels,42 mins,920,1,https://www.udemy.com/xml-dom-basics-for-beginners/,[]
2856,Learn HTML Basics From Scratch,Udemy,Web Development,Course: Learn HTML Basics From Scratch. Category: Web Development. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,5004,5,https://www.udemy.com/learn-html-from-scratch/,[]
2857,Byte-Sized-Chunks: Dynamic Prototypes in Javascript,Udemy,Web Development,Course: Byte-Sized-Chunks: Dynamic Prototypes in Javascript. Category: Web Development. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,880,5,https://www.udemy.com/dynamic-prototypes-in-javascript/,[]
2858,Build Websites from Scratch with Squarespace,Udemy,Web Development,Course: Build Websites from Scratch with Squarespace. Category: Web Development. Level: Beginner Level. Duration: 3.5 hours.,Beginner Level,3.5 hours,342,5,https://www.udemy.com/build-websites-from-scratch-with-squarespace/,[]
2859,Introduction to web programming for GIS applications,Udemy,Web Development,Course: Introduction to web programming for GIS applications. Category: Web Development. Level: Beginner Level. Duration: 13.5 hours.,Beginner Level,13.5 hours,205,5,https://www.udemy.com/introduction-to-web-programming-for-gis-applications/,[]
2860,Java Spring Security,Udemy,Web Development,Course: Java Spring Security. Category: Web Development. Level: Intermediate Level. Duration: 2.5 hours.,Intermediate Level,2.5 hours,527,5,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,[]
2861,Responsive Html5 Theme Development,Udemy,Web Development,Course: Responsive Html5 Theme Development. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,1517,4,https://www.udemy.com/responsive-html5-theme-development/,[]
2862,What s New in Bootstrap 4,Udemy,Web Development,Course: What s New in Bootstrap 4. Category: Web Development. Level: All Levels. Duration: 37 mins.,All Levels,37 mins,130,5,https://www.udemy.com/bootstrap4/,[]
2863,ReactJS Course: Learn JavaScript Library Used by Facebook IG,Udemy,Web Development,Course: ReactJS Course: Learn JavaScript Library Used by Facebook IG. Category: Web Development. Level: Intermediate Level. Duration: 3 hours.,Intermediate Level,3 hours,1018,5,https://www.udemy.com/react-js/,[]
2864,Building a Ruby on Rails Application with Neo4j,Udemy,Web Development,Course: Building a Ruby on Rails Application with Neo4j. Category: Web Development. Level: Intermediate Level. Duration: 32 mins.,Intermediate Level,32 mins,4830,5,https://www.udemy.com/building-a-ruby-on-rails-application-with-neo4j/,[]
2865,Sara Learns to Code. Making an App from Scratch,Udemy,Web Development,Course: Sara Learns to Code. Making an App from Scratch. Category: Web Development. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,402,5,https://www.udemy.com/sara-learns-to-code-making-an-app-from-scratch/,[]
2866,Ajax for Beginners: A Very Basic Introduction,Udemy,Web Development,Course: Ajax for Beginners: A Very Basic Introduction. Category: Web Development. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,755,5,https://www.udemy.com/ajax-for-beginners-a-very-basic-introduction/,[]
2867,Wordpress Essentials: Useful Plugins,Udemy,Web Development,Course: Wordpress Essentials: Useful Plugins. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,1087,5,https://www.udemy.com/wordpress-essentials-useful-plugins/,[]
2868,Django by Example,Udemy,Web Development,Course: Django by Example. Category: Web Development. Level: Expert Level. Duration: 9 hours.,Expert Level,9 hours,170,5,https://www.udemy.com/django-by-example/,[]
2869,Build A Great Wordpress Website For Your Business in 2 Hours,Udemy,Web Development,Course: Build A Great Wordpress Website For Your Business in 2 Hours. Category: Web Development. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,1054,4,https://www.udemy.com/build-a-great-wordpress-website-for-your-business-in-2-hours/,[]
2870,Wordpress on AWS: The Easy way to AWS for Free Fast hosting,Udemy,Web Development,Course: Wordpress on AWS: The Easy way to AWS for Free Fast hosting. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,245,5,https://www.udemy.com/wordpress-on-aws-the-easy-way-to-aws-for-free-fast-hosting-amazon/,[]
2871,Mastering TypeScript,Udemy,Web Development,Course: Mastering TypeScript. Category: Web Development. Level: Expert Level. Duration: 3 hours.,Expert Level,3 hours,353,5,https://www.udemy.com/mastering-typescript/,[]
2872,Mastering AngularJS UI Development,Udemy,Web Development,Course: Mastering AngularJS UI Development. Category: Web Development. Level: Expert Level. Duration: 1.5 hours.,Expert Level,1.5 hours,464,5,https://www.udemy.com/mastering-angularjs-ui-development/,[]
2873,Custom Theme Creation for WordPress using HTML5 and CSS3,Udemy,Web Development,Course: Custom Theme Creation for WordPress using HTML5 and CSS3. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,298,5,https://www.udemy.com/custom-theme-creation-for-wordpress/,[]
2874,Create a PHP Contact Form in Bootstrap,Udemy,Web Development,Course: Create a PHP Contact Form in Bootstrap. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,2238,5,https://www.udemy.com/bootstrap-php-contact-form/,[]
2875,Introduction To Data Analytics Using Microsoft Power BI,Udemy,Web Development,Course: Introduction To Data Analytics Using Microsoft Power BI. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,1764,5,https://www.udemy.com/data-analytics-powerbi/,[]
2876,HTML Made Simple For Beginners: Create a One Page Website,Udemy,Web Development,Course: HTML Made Simple For Beginners: Create a One Page Website. Category: Web Development. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,3380,5,https://www.udemy.com/html-made-simple-create-your-own-webpage-step-by-step/,[]
2877,The Complete Web Developer Masterclass: Beginner To Advanced,Udemy,Web Development,Course: The Complete Web Developer Masterclass: Beginner To Advanced. Category: Web Development. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,1030,5,https://www.udemy.com/web-development-course-learn-in-just-1-day-by-pooja-thakar/,[]
